word,transcription,definition,note
𐀐-𐀩-𐀳-𐀄,ke-re-te-u,•anthroponym ⇔ Κρηθεύς ,
𐀐-𐀩-𐀴-𐀺,ke-re-ti-wo,•toponym ,
𐀐-𐀩-𐀼,ke-re-za,•name of place or area at Pylos ,
𐀐-𐀩-𐁀,ke-re-a2,limbs legs,
𐀐-𐀪-𐀖-𐀊,ke-ri-mi-ja,•perhaps an adjective describing women Appears as ke-ri-mi-ja tu-na-no on KN Lc 535+. Appears as me-ta-pa  ke-ri-mi-ja  do-qe-ja  ki-ri-te-wi-ja on PY An 607. ,
𐀐-𐀫-𐀯-𐀊,ke-ro-si-ja,council of the elders,
𐀐-𐀫-𐀯-𐀊,ke-ro-si-ja, 'Elders' 'council of Elders' 'council of elders' •a group of men under a qa-si-re-u probably 'council of elders' ⇔ γερουσία  Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I (ed. Yves Duhoux and Anna Morpurgo Davies) Mycenaean Anthology Shelmerdine Cynthia W. 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I ,
𐀐-𐀫-𐀲,ke-ro-ta,•adjective describing cloth 'old'? ⇔ γέρον σάκος (Odyssey XXII 184) *161: KN Ld ,
𐀐-𐀭-𐀈-𐀫,ke-sa-do-ro,•anthroponym ⇔ [[ke-sa-da-ra]] •genitive of ke-sa-do-ro ,
𐀐-𐀭-𐀕-𐀜,ke-sa-me-no,•anthroponym ,
𐀐-𐀮-𐀛-𐀹-𐀍,ke-se-ni-wi-jo,•'for guests' ⇔ ξείνια •neuter plural of ke-se-ni-wi-jo •alt. spelling of ke-se-nu-wi-ja Appears as ke-se-nu-wi-ja  re-u-ko-nu-ka on KN Ld 573. OLE: PY Fr TELA: KN Ld *158: KN Ld ,
𐀐-𐀮-𐀝-𐀹-𐀊,ke-se-nu-wi-ja,foreign,
𐀐-𐀮-𐀝-𐀺,ke-se-nu-wo,foreigner guest,
𐀐-𐀲,ke-ta,•anthroponym PY Jn 706 AES: a-no-me-de a3-so-ni-jo ka-pa-ra2 ku-ri-sa-to ma-ra-si-jo mu-to-na pe-ri-no qi-si-ja-ko ,
𐀐-𐀴-𐀆-𐀤,ke-ti-de-qe,Risch 1987: anthroponym dative of an id-stem name •anthroponym + connective enclitic -qe  Risch Ernst 1987 Tractata Mycenaea. Proceedings of the Eighth International Colloquium on Mycenaean Studies (Ohrid 1985) Die mykenischen Personennamen auf -e,
𐀐-𐀴-𐀫,ke-ti-ro,•anthroponym PY Jn: a-me-no anthroponym hapax a3-ta-ro anthroponym hapax [[pa-pu-so]]anthroponym hapax [[re-u-ko-ro-o-pu2-ru]]anthroponym hapax wi-du-wo-i-jo anthroponym KN Da: e-ra? PY Jn: [[ru-ko-a2-ke-re-u-te]]? KN Da: OVIS KN U: *180 PY Jn: AES ,
𐀐-𐀵,ke-to,•anthroponym Appears as ku-ru-me-ni-jo  ke-to on KN Da 1173 which is a pa-i-to tablet about du-pu2-ra-zo. KN Da: *56-ko-we KN Da PY Cn: OVIS ,
𐀐-𐀵-𐀫,ke-to-ro,•anthroponym ,
𐀐-𐁛-𐁐,ke-*83-*18,•anthroponym ,
𐀑-𐀁-𐀄,ki-e-u,•anthroponym •variant spelling of ki-e-u •genitive of ki-e-u ,
𐀑-𐀄-𐀫,ki-u-ro,•anthroponym KN B: a-ki-wa-ta a-pi-me-de ki-ri-ja-si OVIS: KN Dl VIR: KN B su-ki-ri-ta: KN Dl ,
𐀑-𐀄-𐀫-𐀂,ki-u-ro-i,•probably some part of or equipment for a chariot ⇔ κίουρος 'baskets' dative plural ,
𐀑-𐀅-𐀫,ki-da-ro,•obscure perhaps anthroponym ⇔ Κιδαρία epithet of Demeter KN E: GRA ,
𐀑-𐀉-𐀫,ki-du-ro,,
𐀑-𐀐-𐀫,ki-ke-ro,•anthroponym ,
𐀑-𐀔-𐀲,ki-ma-ta,•anthroponym ,
𐀑-𐀘-𐀒,ki-mu-ko,•anthroponym KN Dv: OVIS KN Dv: pa-i-to ,
𐀑-𐀘-𐀓,ki-mu-ku,•anthroponym ,
𐀑-𐀛-𐀇-𐀊,ki-ni-di-ja,women from knidos,
𐀑-𐀝-𐀣,ki-nu-qa,•anthroponym ,
𐀑-𐀨-𐀇-𐀊,ki-ra-di-ja, toponym in -ία Ruijgh C.J. 1967 Études sur la grammaire et le vocabulaire du grec mycénien,
𐀑-𐀨-𐁖-𐀰,ki-ra-*56-so,•anthroponym? ,
𐀑-𐀪-𐀊-𐀂-𐀍,ki-ri-ja-i-jo,•anthroponym ⇔ Κίλλαιος Κιρραῖος •variant spelling of ki-ri-ja-i-jo BIG: KN Sc EQU: KN Sc TUN: KN Sc ,
𐀑-𐀪-𐀊-𐀯,ki-ri-ja-si,•anthroponym ,
𐀑-𐀪-𐀍-𐀳,ki-ri-jo-te,•sheep adjective ,
𐀑-𐀪-𐀚-𐀵,ki-ri-ne-to,•anthroponym KN Dv: OVIS KN Dv: tu-ni-ja ,
𐀑-𐀪-𐀲,ki-ri-ta,Duhoux 2011: 1. substantive 'barley' ⇔ κριθή 2. adjective textile qualifier 'anointed' ⇔ χριστός •1. (KN G) 'barley' ⇔ κριθή 2. (KN Ld) 'anointed painted (with red spots?)' ⇔ χριστός KN G: LUNA KN Ld: TELA  Duhoux Yves 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II Interpreting the Linear B Records: Some Guidelines,
𐀑-𐀪-𐀲-𐀆,ki-ri-ta-de,•toponym allative •dative-locative plural? of ki-ri-ta-de LANA: KN Od ,
𐀑-𐀪-𐀳-𐀹-𐀊,ki-ri-te-wi-ja,•a class of women possibly with a religious function ⇔ da-*83-ja-i e-to-wo-ko-i ku-wa-no-wo-ko-i •dative plural of ki-ri-te-wi-ja ⇔ a-ni-ja-pi e-re-pa-te-jo-pi e-ru-ta-ra-pi ki-to-pi •instrumental plural of ki-ri-te-wi-ja KN E: LUNA GRA KN Fp: OLE PY An: MUL PY Eb PY Ep: GRA PY Un: NI? KN Fp: da-*83-ja? PY An: me-ta-pa ,
𐀑-𐀪-𐀴-𐀍-𐀍,ki-ri-ti-jo-jo,•month name? genitive singular ,
𐀑-𐀯-𐀹-𐀍,ki-si-wi-jo,•anthroponym ⇔ [[ki-si-wi-ja]] •context obscure; anthroponym? ,
𐀑-𐀲-𐀚-𐀵,ki-ta-ne-to,•anthroponym KN Am KN Da: su-ri-mo KN Da: OVIS ,
𐀑-𐀲-𐀜,ki-ta-no, probably a member of the Pistacia fami,
𐀑-𐀲-𐀜,ki-ta-no,plant (pistacia terebintus),
𐀑-𐀴-𐀕-𐀙,ki-ti-me-na,•land not distributed by the damos (da-mo) Palaeolexicon: field Wiktionary: field ἐυκτίμενος well-tilled A.T. Murray's translation of the Iliad by Homer translated this as well-built in the context of πτολίεθρον 'citadel'.  kar WNXIV.164 participle candidates,
𐀑-𐀴-𐀕-𐀙,ki-ti-me-na,field,
𐀑-𐀵,ki-to,tunic •'tunic' ⇔ χιτών or 'fine linen' ⇔ (-*o -*o-ne) a-ka-wo a-re-ku-tu-ru-wo a-ri-ja-wo a-ri-wo [[e-ka-ra2-wo]] po-se-da-o [[te-ra-wo]] •nominative plural? of ki-to •accusative singular or plural of ki-to? (cf. instrumental plural -pi) a-ni-ja-pi e-re-pa-te-jo-pi e-ru-ta-ra-pi ki-ri-te-wi-ja-pi ne-qa-sa-pi •instrumental plural of ki-to Appears as re-po-to  qe-te-jo ki-to on KN L 693. Appears as a-ro-zo 'ki-to' on KN Lc 536+. AES: KN L TELA: KN Lc KN Ld *161: KN Ld ,
𐀑-𐀵,ki-to,tunic,
𐀑-𐀺,ki-wo,column,
𐀑-𐀿,ki-zo,•anthroponym? ,
𐀑-𐁐-𐀂-𐀰,ki-*18-i-so,•anthroponym ,
𐀒-𐀀-𐀲,ko-a-ta,•anthroponym •probably variant spelling of ko-a-ta ,
𐀒-𐀃-𐀐-𐀚,ko-o-ke-ne,•anthroponym ⇔ Κοιογένης •dative of ko-o-ke-ne ,
𐀒-𐀄-𐀨,ko-u-ra,•textile description no satisfactory explanation; nominative plural neuter? •nom. pl. fem. or neut. description of textiles or more likely their makers: 'for ko-u-ra'  kar WNXIV.155 ko adjunct to TELA,
𐀒-𐀏-𐀫,ko-ka-ro,•anthroponym ⇔ Κὠκαλος ,
𐀒-𐀑-𐀆-𐀍,ko-ki-de-jo,,
𐀒-𐀑-𐀩-𐀊,ko-ki-re-ja,decorative object / snail,
𐀒-𐀓,ko-ku,•anthroponym KN Dh: ti-ri-to ,
𐀒-𐀓-𐀫,ko-ku-ro,•anthroponym ⇔ Γογγύλος KN B: a-so-qi-jo anthroponym pi-ri-u-wo anthroponym to-na-ta anthroponym ,
𐀒-𐀔-𐀸,ko-ma-we,•anthroponym ⇔ Κομήεις ⇔ (-to) e-re-pa-to e-ri-no-wo-to  anthroponym meaning long-haired ⇔ κόμη 'hair' •genitive of ko-ma-we ⇔ (-te) e-re-pa-te Chadwick & Ventirs 1973: dative of ko-ma-we ⇔ (-ta) e-re-pa-ta •not a variant; anthroponym dative? ⇔ (-te-ja) e-re-pa-te-ja •not a variant; theonym?  ,
𐀒-𐀛-𐀅-𐀍,ko-ni-da-jo,•anthroponym ,
𐀒-𐀜,ko-no,•1. condiment like sweet rush or ginger-grass; not cups ⇔ χόννοι 2. toponym with o-ro-jo ⇔ ko-ni-ja Maddoli 1968: Cretan cups ⇔ χόννοι PY Eq (o-da-a2  {parallels}  o-ro-jo  to-so-de pe-mo GRA {quantity}): e-ri-no-wo-to ko-tu-wo  Maddoli Gianfranco 1968 TBD,
𐀒-𐀜,ko-no,kind bush,
𐀒-𐀜-𐀛-𐀠,ko-no-ni-pi,•part of the decoration of a jug and a chair 'cross-bars rods'? ⇔ κανονίς ko- for κα is suspect *217VAS: KN K ,
𐀒-𐀜-𐀯-𐀍,ko-no-si-jo,knossian (ethnonym),
𐀒-𐀜-𐀰,ko-no-so,knossos,
𐀒-𐀟-𐀩-𐀄,ko-pe-re-u,•anthroponym ⇔ Κοπρεύς anthroponym ⇔ Κοπρεύς from κόπρος 'excrement' •genitive of ko-pe-re-u •dative of ko-pe-re-u PY Es (ko-pe-re-wo): a-ne-o a-re-ku-tu-ru-wo a3-ki-wa-ro ka-ra-i ku-da-ma-ro o-po-ro-me-no pi-ro-ta-wo se-no wo-ro-ti-ja-o  ,
𐀒-𐀠,ko-pi,•anthroponym ,
𐀒-𐀠-𐀙,ko-pi-na,type of basket,
𐀒-𐀢-𐀨,ko-pu-ra,•anthroponym? ,
𐀒-𐀩-𐀳,ko-re-te,•title mayor? •nominative plural dative singular of ko-re-te •dative singular of ko-re-te •adjective describing land belonging to a ko-re-te ,
𐀒-𐀩-𐀳,ko-re-te,governor,
𐀒-𐀩-𐀳,ko-re-te,something like a 'mayor' •titular nominative singular masculine ⇔ (*-te *-te-re) a-de-te-re a-ke-te-re a3-te-re ma-te-re pi-ri-je-te-re ra-pte-re tu-ka-te-re Chadwick & Ventirs 1973: nominative plural or dative singular •dative singular •adjective something like a 'vice-mayor' •official subordinate to ko-re-te nominative singular po-ro-ko-re-te-re + connective enclitic qe •nominative plural ko-re-te in KN V: a-ke-re-mo-nogen. occupation po-ro-ko-re-te ko-re-te in PY Jn PY On: po-ro-ko-re-te ko-re-te in PY Nn*: a-mu-ta-wo anthroponym a-ro-je-u anthroponym e-po-me-ne-u anthroponym e-re-e-u ka-ke-uoccupation po-me-neoccupation qo-u-ko-rooccupation po-ro-ko-re-te in KN V: a-ke-re-mo-no ko-re-te po-ro-ko-re-te in PY Jn PY On: ko-re-te AES: PY Jn AUR: PY Jo SA: PY Nn *154: PY On [[*258]]: KN V a-ke-re-wa: PY Jn PY Jo a-pa-ta-wa: KN C a-pu2-we a-pu2-ja: PY Jn PY Jo a-si-ja-ti-ja: PY On [[e-ra-te-re-wa-o]] [[e-ra-te-re-wa-o|e-ra-te-re-wa-pi]]: PY Jn PY Jo PY On? [[e-sa-re-wi-ja]]: PY On? [[i-te-re-wa]]: PY Aq ka-ra-do-ro: PY Jn PY Jo ku-ta-i-to: KN C me-ta-pa: PY Jn o-du-ru-wi-jo: KN C pa-ki-ja-pi pa-ki-ja-ni[: PY Jn PY Jo? pe-to-no: PY Jn pi-*82: PY Jn qa-ra: KN V ra-u-ra-ti-ja: PY On ri-jo-no: KN C ro-u-so: PY Jo? PY Jn? sa-ma-ra: PY On? si-ra-ro: KN C ti-mi-to-a-ke-e ti-mi-ti-ja te-mi-ti-ja: PY Aq PY Jn PY Jo PY On [[ti-nwa-so|ti-nwa-si-jo]]: PY Jo wa-to: KN C za-ma-e-wi-ja: PY Jn a-ke-re-wa: PY Jn a-pu2-we: PY Jn [[e-ra-te-re-wa-o|e-ra-te-re-wa-pi]]: PY Jn [[e-re-i|e-re-e]]: PY Jo ka-ra-do-ro: PY Jn me-ta-pa: PY Jn pa-ki-ja-pi: PY Jn pe-to-no: PY Jn pi-*82: PY Jn qa-ra: KN V ro-u-so: PY Jn ti-mi-to-a-ke-e: PY Jn za-ma-e-wi-ja: PY Jn  Shelmerdine Cynthia W. 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I  *to do: check facsimile or photograph of PY Nn 831; how big is the [ ] gap? Small or could there be missing sign groups explaining the discrepancy of anthroponyms and occupations in parallel?,
𐀒-𐀩-𐀳,ko-re-te,something like a 'mayor' •titular nominative singular masculine ⇔ (*-te *-te-re) a-de-te-re a-ke-te-re a3-te-re ma-te-re pi-ri-je-te-re ra-pte-re tu-ka-te-re Chadwick & Ventirs 1973: nominative plural or dative singular •dative singular •adjective something like a 'vice-mayor' •official subordinate to ko-re-te nominative singular po-ro-ko-re-te-re + connective enclitic qe •nominative plural ko-re-te in KN V: a-ke-re-mo-nogen. occupation po-ro-ko-re-te ko-re-te in PY Jn PY On: po-ro-ko-re-te ko-re-te in PY Nn*: a-mu-ta-wo anthroponym a-ro-je-u anthroponym e-po-me-ne-u anthroponym e-re-e-u ka-ke-uoccupation po-me-neoccupation qo-u-ko-rooccupation po-ro-ko-re-te in KN V: a-ke-re-mo-no ko-re-te po-ro-ko-re-te in PY Jn PY On: ko-re-te AES: PY Jn AUR: PY Jo SA: PY Nn *154: PY On [[*258]]: KN V a-ke-re-wa: PY Jn PY Jo a-pa-ta-wa: KN C a-pu2-we a-pu2-ja: PY Jn PY Jo a-si-ja-ti-ja: PY On [[e-ra-te-re-wa-o]] [[e-ra-te-re-wa-o|e-ra-te-re-wa-pi]]: PY Jn PY Jo PY On? [[e-sa-re-wi-ja]]: PY On? [[i-te-re-wa]]: PY Aq ka-ra-do-ro: PY Jn PY Jo ku-ta-i-to: KN C me-ta-pa: PY Jn o-du-ru-wi-jo: KN C pa-ki-ja-pi pa-ki-ja-ni[: PY Jn PY Jo? pe-to-no: PY Jn pi-*82: PY Jn qa-ra: KN V ra-u-ra-ti-ja: PY On ri-jo-no: KN C ro-u-so: PY Jo? PY Jn? sa-ma-ra: PY On? si-ra-ro: KN C ti-mi-to-a-ke-e ti-mi-ti-ja te-mi-ti-ja: PY Aq PY Jn PY Jo PY On [[ti-nwa-so|ti-nwa-si-jo]]: PY Jo wa-to: KN C za-ma-e-wi-ja: PY Jn a-ke-re-wa: PY Jn a-pu2-we: PY Jn [[e-ra-te-re-wa-o|e-ra-te-re-wa-pi]]: PY Jn [[e-re-i|e-re-e]]: PY Jo ka-ra-do-ro: PY Jn me-ta-pa: PY Jn pa-ki-ja-pi: PY Jn pe-to-no: PY Jn pi-*82: PY Jn qa-ra: KN V ro-u-so: PY Jn ti-mi-to-a-ke-e: PY Jn za-ma-e-wi-ja: PY Jn  Shelmerdine Cynthia W. 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I  *to do: check facsimile or photograph of PY Nn 831; how big is the [ ] gap? Small or could there be missing sign groups explaining the discrepancy of anthroponyms and occupations in parallel?,
𐀒-𐀩-𐀺,ko-re-wo,•anthroponym? TELA+TE: KN Ln ,
𐀒-𐀪-𐀊-𐀅-𐀙,ko-ri-ja-da-na,•coriander (seed) ⇔ κορίαννα Palaeolexicon: coriander ,
𐀒-𐀪-𐀊-𐀅-𐀙,ko-ri-ja-da-na,coriander,
𐀒-𐀪-𐀍,ko-ri-jo,•anthroponym ⇔ σκολιός ,
𐀒-𐀪-𐀯-𐀊,ko-ri-si-ja,corinthian woman,
𐀒-𐀪-𐀵,ko-ri-to,•Further Province toponym but not Κόρινθος on the Isthmus Ilievski 1996: anthroponym from ethnics with assibilated θ ⇔ ko-ri-to Κόρινθος [[za-ku-si-ja]] and [[e-ri-ma-si-jo]] •anthroponym feminine ethnic •ethnic adjective  Ilievski Petar Hr. 1996 Attí e memorie del secondo congresso internazionale di micenologia vol. 1 Filologia “The Mycenaean Personal Names in -to with regard to the derivatives from verbal adjectives”,
𐀒-𐀪-𐁀-𐀅-𐀙,ko-ri-a2-da-na,•'coriander (seed)' ⇔ κορίανδρον κορίαννα κολίανδρον nominative plural neuter sometimes abbreviated to just KO •variant spelling •variant spelling? •nominative singular of ko-ri-a2-da-na ,
𐀒-𐀫,ko-ro,•1. of the lands ⇔ χῶρος (Iliad III 315+) 2. anthroponym ⇔ Χοῖρος Χῶλος ,
𐀒-𐀫,ko-ro,•1. (PY Eq) 'of the lands'? ⇔ χῶρος (Iliad III.315+) 2. (KN De PY Cn) anthroponym ⇔ Χοῖρος Χῶλος Appears as pa-ro  ko-ro OVISf 24 X on PY Cn 131 with a tablet header of pi-*82  [[we-re-ke]]. Appears as ko-ro  to-so-de  pe-mo GRA [ on PY Eq 146. PY Cn 131: [[pi-me-ta]] po-ko-ro anthroponym [[wo-ki-to]] etc. GRA: PY Eq OVIS: KN De PY Cn da-*22-to: KN De pi-*82: PY Cn ,
𐀒-𐀫-𐀉-𐀺,ko-ro-du-wo,•toponym Bennett suggests reading ko-ro-(jo)-(wo)-wo ⇔ ko-ro-jo-wo-wi-ja Appears as ko-ro-(du)-wo  we-da-ne-wo SA 10 on PY Na 1041. SA: PY Na ,
𐀒-𐀫-𐀊-𐀚,ko-ro-ja-ne,,
𐀒-𐀫-𐀊-𐀲,ko-ro-ja-ta,•anthroponym ,
𐀒-𐀫-𐀍-𐀺-𐀹-𐀊,ko-ro-jo-wo-wi-ja,•toponym ⇔ wo-wo ,
𐀒-𐀫-𐀑-𐀊,ko-ro-ki-ja,•feminine ethnic adjective •genitive plural of ko-ro-ki-ja ,
𐀒-𐀫-𐀓-𐀨-𐀂-𐀍,ko-ro-ku-ra-i-jo, personnel holding land at ka-ra-do-ro •masculine ethnic adjective Attempts to relate this to Κόρκυρα=Κέρκυρα or Κροκύλεια are probably vain. Appears as a-ke-re-wa  ko-ro-ku-ra-i-jo VIR (8)0 on PY An 656. Appears as ka-ra-do-ro  ko-ro-ku-ra-i-jo VIR (10) on PY An 661. Appears as za-e-to-ro  ko-ro-ku-ra-i-jo VIR 20 on PY An 661. Appears as [[wo-no-qe-wa]]  ko-ro-ku-ra-i-jo SA 30 on PY Na 396 with (e)-ko-si on line .a above ko-ro-ku-ra-i-jo. Appears as to-ro-wa-so  ko-ro-ku-ra-i[ ] SA 10 on PY Na 405 with e-ko-si on line .a above ko-ro-ku-ra-i[. SA: PY Na VIR: PY An a-ke-re-wa: PY An ka-ra-do-ro: PY An to-ro-wa-so: PY Na [[wo-no-qe-wa]]: PY Na za-e-to-ro: PY An  ,
𐀒-𐀫-𐀓-𐀨-𐀂-𐀍,ko-ro-ku-ra-i-jo,man from corfu (kerkyra),
𐀒-𐀫-𐀜-𐀸-𐀭,ko-ro-no-we-sa,•describing a ewer perhaps with a curved handle ⇔ κορώνη Palmer TBD: decorated with a throng of warriors  Palmer TBD (see p. 498 in Docs),
𐀒-𐀫-𐀭-𐀜,ko-ro-sa-no,•anthroponym ,
𐀒-𐀫-𐀳-𐀹-𐀍,ko-ro-te-wi-jo,•toponym ,
𐀒-𐀫-𐀵,ko-ro-to,•applied to wool 'dyed'? ⇔ χρώζω ,
𐀒-𐀫-𐀶-𐀜,ko-ro-tu-no,•anthroponym AES M: PY Jn ,
𐀒-𐀫-𐀸-𐀊,ko-ro-we-ja,•meaning obscure ⇔ ko-ru-we-ja? ,
𐀒-𐀫-𐀽-𐀏,ko-ro-ze-ka,•anthroponym ,
𐀒-𐀫-𐁋,ko-ro-ta2,•neuter plural of ko-ro-to or perhaps 'tassels fringe' ⇔ κροσσοί TELA2: KN Ld ,
𐀒-𐀬,ko-ru,helmet,
𐀒-𐀬,ko-ru,Palaeolexicon: helmet •helmet ⇔ κόρυς (KN Dv) Ilievski 1996; •anthroponym ⇔ Κόρυθος (PY Sh) •genitive singular of ko-ru •instrumental plural of ko-ru o-pi-ko-ru-si-ja  Ilievski Petar Hr. 1996 Attí e memorie del secondo congresso internazionale di micenologia vol. 1 Filologia “The Mycenaean Personal Names in -to with regard to the derivatives from verbal adjectives”,
𐀒-𐀬-𐀅-𐀫-𐀍,ko-ru-da-ro-jo,•anthroponym genitive ⇔ Κορυδαλλός (an Attic deme) ,
𐀒-𐀬-𐀜,ko-ru-no,•anthroponym Appears as pa-ro  ko-ru-no OVISm 100 on PY Cn 131. Appears as ]ja-we-ra2  ko-ru-no  pa-ra-jo (OVISm) 66 on PY Cn 719. PY Cn 131: ke-sa-me-no po-ko-ro anthroponym [[wo-ki-to]] etc. OVIS: PY Cn ,
𐀒-𐀬-𐀲-𐀲,ko-ru-ta-ta,•anthroponym ⇔ ko-ru-to Appears as a-si-ja-ti-ja[]pa-ro  ko-ru-ta-ta  we-da-ne-wo OVISm 80[ on PY Cn 254. PY Cn 254: ra-ke-u anthroponym a-no  de-ki-si-wo OVIS: PY Cn ,
𐀒-𐀬-𐀵,ko-ru-to,•1. (KN Dv) anthroponym 2. (PY Sh) see ko-ru ,
𐀒-𐀬-𐀸,ko-ru-we, probable anthroponym ,
𐀒-𐀬-𐀸-𐀊,ko-ru-we-ja,•feminine plural adjective describing textile-workers ⇔ [[ko-we-ja]]; ⇔ ko-ro-we-ja? ,
𐀒-𐀭-𐀔-𐀚,ko-sa-ma-ne,•meaning obscure anthroponym? Appears as ]-ja  ko-tu-we  ko-sa-ma-ne VIR 1 on PY An 615. VIR: PY An ,
𐀒-𐀭-𐀔-𐀵,ko-sa-ma-to,•anthroponym Appears as (ko)-(sa)-ma-to  te-o-jo  do-e-ro  o-na-to  e-ke  ke-ke-me-na  ko-to-na  pa-ro  to pe-mo GRA T 1 on PY Ep 212. GRA: PY Ep ko-ri-ja-do-no T: KN Ga ,
𐀒-𐀰,ko-so,•anthroponym •genitive of ko-so? ,
𐀒-𐀰-𐀄-𐀵,ko-so-u-to,blonde,
𐀒-𐀰-𐀄-𐀵,ko-so-u-to,Ilievski 1996: anthroponym ⇔ Ξοῦθος Ilievski Petar Hr. 1996 Attí e memorie del secondo congresso internazionale di micenologia vol. 1 Filologia “The Mycenaean Personal Names in -to with regard to the derivatives from verbal adjectives”,
𐀒-𐀰-𐀚,ko-so-ne,•anthroponym dative ⇔ ko-so ,
𐀒-𐀰-𐀛-𐀊,ko-so-ni-ja,(as ]ko-so-ni-ja) •'small shafts'? ⇔ ἀξόνιον ⇔ a-ko-so-ne ,
𐀒-𐀲-𐀺,ko-ta-wo,•anthroponym AES M: PY Jn ,
𐀒-𐀳-𐀄,ko-te-u,•anthroponym KN Do: a-di-ri-jo anthroponym KN Do: se-to-i-ja KN Do: OVIS ,
𐀒-𐀳-𐀪-𐀊,ko-te-ri-ja,•hearth utensil ,
𐀒-𐀳-𐀫,ko-te-ro,•erased meaning obscure ,
𐀒-𐀴,ko-ti,•anthroponym OVIS: KN Db KN De ku-ta-to: KN Db pa-i-to: KN De ,
𐀒-𐀵,ko-to,•anthroponym ,
𐀒-𐀵-𐀙,ko-to-na, 'land parcel subdivided district' ⇔ Rhodian κτοίνα 'a territorial unit' •'estate plot of land' Palaeolexicon: estate Wiktionary: estate •genitive plural of ko-to-na •accusative dual of ko-to-na κτοίνα local division township ,
𐀒-𐀵-𐀙,ko-to-na,estate,
𐀒-𐀵-𐀚-𐀲,ko-to-ne-ta,•'men of the ko-to-na' meaning uncertain ,
𐀒-𐀵-𐀜-𐀃-𐀒,ko-to-no-o-ko,owner of a type of land,
𐀒-𐀶-𐀸,ko-tu-we,•toponym toponym ⇔ Γόρτυς in Arcadia •genitive of ko-tu-we PY Eq (o-da-a2  {parallels}  o-ro-jo  to-so-de pe-mo GRA {quantity}): e-ri-no-wo-to ko-no  ,
𐀒-𐀷,ko-wa, 1. girl 2. (Thebes) probable anthroponym •daughter girl Palaeolexicon: girls Wiktionary: maiden girl κούρη young girl daughter κόρη maiden damsel  ,
𐀒-𐀷,ko-wa,girls,
𐀒-𐀹-𐀫-𐀺-𐀒,ko-wi-ro-wo-ko,•occupation 'make of hollow-ware'? Exact sense of κοῖλος here cannot be determined. ,
𐀒-𐀺,ko-wo,boys,
𐀒-𐀺,ko-wo,Palaeolexicon: boys Wiktionary: youth boy Chadwick & Ventris 1959: boy Classical Greek κόρος boy lad Chadwick John and Michael Ventris 1959. Documents in Mycenaean Greek p. 557,
𐀒-𐀼-𐀫,ko-za-ro,•anthroponym ⇔ ko-ka-ro? ,
𐀓-𐀂-𐀰,ku-i-so,•anthroponym ,
𐀓-𐀅-𐀍-𐀤,ku-da-jo-qe,•anthroponym + connective enclitic -qe ,
𐀓-𐀅-𐀔-𐀫,ku-da-ma-ro,•anthroponym ,
𐀓-𐀈,ku-do,•anthroponym ⇔ Κύδων ,
𐀓-𐀈-𐀛-𐀊,ku-do-ni-ja,the ancient name of the city of chania in crete,
𐀓-𐀊-𐀫,ku-ja-ro,•anthroponym KN De: a-nu-mo ka-mi-ni-to me-ri-wa-ta qi-si-ta ta-di-*22-so ta-u-na-so OVIS: KN De qa-ra: KN De KN X ,
𐀓-𐀍,ku-jo,•anthroponym ,
𐀓-𐀏,ku-ka,•anthroponym dative ⇔ Γύγης ,
𐀓-𐀏-𐀅-𐀫,ku-ka-da-ro,•anthroponym ,
𐀓-𐀏-𐀜,ku-ka-no,•anthroponym ,
𐀓-𐀏-𐀨-𐀰,ku-ka-ra-so,•anthroponym ,
𐀓-𐀏-𐀫,ku-ka-ro,•anthroponym ⇔ Κύκαλα name of Attic deme OVIS: KN Da PUG: KN Ra ti-ri-to: KN Da ,
𐀓-𐀏-𐀰,ku-ka-so,•anthroponym ,
𐀓-𐀐-𐀩-𐀄,ku-ke-re-u,García anthroponym derived from a profession ⇔ Κυκλεύς from κύκλος 'wheel' •anthroponym ⇔ Κυκλεύς  ,
𐀓-𐀐-𐀰,ku-ke-so,•anthroponym ,
𐀓-𐀐-𐀵,ku-ke-to,•anthroponym KN Da: se-to-i-ja? KN Da: OVIS ,
𐀓-𐀒-𐀹-𐀨,ku-ko-wi-ra,(as ku-(ko)-wi-(ra)) •meaning obscure ,
𐀓-𐀖-𐀜,ku-mi-no,•'cumin' ⇔ κύμινον; also abbreviated as ideogram KU in the MY Ge series •nominative plural of ku-mi-no ,
𐀓-𐀖-𐀜,ku-mi-no,cumin,
𐀓-𐀖-𐀰,ku-mi-so,•anthroponym KN Da: ra-ja KN Da: OVIS ,
𐀓-𐀗-𐀜,ku-mo-no,•anthroponym dative ,
𐀓-𐀗-𐀜-𐀰,ku-mo-no-so,Neumann 1999: anthroponym '(having) the bottom bare' ⇔ ὀρσός γυμνός 'naked bare' Μελάμπυγος 'having a black bottom' •anthroponym In a da-wo context on KN Da: ku-ne-u u-ra-mo-no KN Da: da-wo KN Da: OVIS  Neumann Günter 1999 Gering und doch von Herzen. 25 indogermanistische Beiträge Bernhard Forssman zum 65. Geburtstag. (ed. J. Habisreitinger R. Plath S. Ziegler Zwei mykenische Personennamen,
