word,transcription,note,definition,
𐀵-𐀜-𐀁-𐀐-𐀳-𐀪-𐀍,to-no-e-ke-te-ri-jo,,' festival name in -te-ri-jo (cf. Anthestēria1 Pluntēria2) ''pouring libations at/from the throne''? •festival name ''the holding of the throne''? 1 Ἀνθεστήρια: Feast of Flowers 3-day festival of Dionysus 2 Πλυντήρια: Athenian festival in which the clothes of Athena''s statue were washed  Hiller Stefan 2011 A Companion to Linear B: Mycenaen Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) Religion and Cult',
𐀵-𐀞,to-pa,τάρπη,'basket •''of a large basket or hamper''? ⇔ τάρπη Appears as me-ti-ja-no  to-pa  [[ru-de-a2]]  (di)-pte-ra 1 on PY Ub 1318. ',
𐀵-𐀟-𐀼,to-pe-za,trapez,'table torpeza ⇔ τράπεζα •''table'' torpedza ⇔ τράπεζα  table table •nominative dual of to-pe-za Appears as to-pe-za  ra-e-ja ''stone table''  Appears as to-pe-za  ku-te-se-ja ''ebony table''  Appears as to-pe-za  e-re-pa-te-ja ''ivory table''  τράπεζα (Doric: τράπεσδα) table   ',
𐀵-𐀥-𐀆,to-qi-de,√torque?,'''with a spiral'' to-qi-de + connective enclitic qe •(dish) decorated with spiral pattern •dual feminine of to-qi-de ',
𐀵-𐀥-𐀆-𐀸-𐀭,to-qi-de-we-sa,√torque?,spiral shaped decoration •(dish) decorated with spiral pattern ⇔ Latin torqueo spiral shaped decoration ,
𐀵-𐀨-𐀐,to-ra-ke,thorax θώρηξ,'thorax •''corslets'' ⇔ θώρηξ (see also ARM) thorax Iliad II.525: λινοθώρηξ ''corselet of linen''  ',
𐀵-𐀫-𐀊,to-ro-ja,Troja(n),trojan woman,
𐀵-𐀫-𐀜-𐀺-𐀒,to-ro-no-wo-ko,throne-worka,•chair-maker(s) ,
𐀵-𐀫-𐀣,to-ro-qa,√drück, pressed oil ⇔ στρέφω στροφαλίξω •oil for consumption ⇔ τροφή  pressed oil ⇔ τροπήϊον ἐλαιοτροπιχός ἐλαιοτρόπιον (see Melena 1983 for objections) •variant for to-ro-qa?  ,
𐀵-𐀫-𐀤-𐀍-𐀕-𐀜,to-ro-qe-jo-me-no,,•cf. τροπέω (Iliad XVIII.224) ,
𐀵-𐀫-𐀦,to-ro-qo,,•possibly τρόπος but context obscure see to-qi-de for etymology of τρέπω ,
𐀵-𐀭-𐀕-𐀊-𐀃,to-sa-me-ja-o,,•description of women probably occupational genitive plural ,
𐀵-𐀭-𐀷,to-sa-wa,,•(erased) possibly intended for to-sa [[wa-ni-ja]] ,
𐀵-𐀰,to-so,τόσος τόσσος tous todos,'''so much so many'' ⇔ •Mycenaean totaling formula; Hom. τόσσος τόσος that many so much Ancient Scripts: so many τόσος so great so much •and so much (or so many)  and so much ⇔ τοσόσδε •genitive singular of to-so •meaning obscure to-so + particle -ne-? •meaning obscure to-so + particle? Duhoux 2011: compare to to-so  pa-te on KN B 1955 ⇔ ''all'' πάντες (pa-te) πᾶς (-pa) [[to-so-de-pe-mo]]: to-so-de + pe-mo to-so-ku-su-pa: to-so + ku-su-pa   Ruijgh C. J. 1967 Études sur la Grammaire et le Vocabulaire du Grec Mycénien',
𐀵-𐀰-𐀓-𐀱-𐀞,to-so-ku-su-pa,,'•''so much altogether'' introducing a very large quantity of oil OLE: KN Fh ',
𐀵-𐀳-𐀊,to-te-ja,,'•a woman''s trade nominative plural feminine ',
𐀵-𐀵,to-to,'that 𒌓, •der Turn','this, •''this (year)'' ',
𐀵-𐀺,to-wo,,•meaning obscure TUN: KN Sc ,
𐀶-𐀏-𐀙,tu-ka-na,,,
𐀶-𐀏-𐀳,tu-ka-te,tu-ka-te®,daughter,
𐀶-𐀔-𐀒,tu-ma-ko,√Taur?,•name of an ox? ⇔ to-ma-ko στόμα ,
𐀶-𐀙-𐀜,tu-na-no,tunica?,•a kind of textile ,
𐀶-𐀙-𐀜,tu-na-no,tunica?,type of dress,
𐀶-𐀨-𐀳-𐀄,tu-ra-te-u,,•probably an occupational trade nominative singular •nominative plural of tu-ra-te-u ⇔ (-*e-u-si) a3-ta-re-u-si [[ki-jo-ne-u-si]] po-si-da-i-je-u-si [[ze-u-ke-u-si]] •dative plural of tu-ra-te-u ,
𐀶-𐀪-𐀍,tu-ri-jo,Tyreian,man from Tyre,
𐀶-𐀫,tu-ro,τυρός turós 𐀶𐁊 tu-ryo τυρί tyrí ,cheeses,
𐀶-𐀬-𐁇-𐀪-𐀊,tu-ru-pte-ri-ja,,alum,
𐀶-𐀬-𐁇-𐀪-𐀊,tu-ru-pte-ri-ja,, alum ⇔ στυπτηρίᾶ This stuff had several uses: mainly for dyeing and tawing purposes but also e.g. as fire retardant.,
𐀶-𐀸-𐀀,tu-we-a,,perfume,
𐀶-𐀸-𐀲,tu-we-ta,,perfume maker,
𐀶-𐀹-𐀍,tu-wi-jo,,•description of a person or place? ,
𐀷-𐀏-𐀴-𐀊-𐀲,wa-ka-ti-ja-ta,,•masculine nominative plural ethnic? ,
𐀷-𐀐-𐀲,wa-ke-ta,,•recipient of offerings? KN Fs: HORD NI OLE ,
𐀷-𐀙-𐀏,wa-na-ka,wanax  𓉐𓉻 ἄναξ ἄνακτα,'lord, applying to both chieftains and gods •the king ⇔ ἄναξ Cypriot WA-NA-XE  king lord Iliad II.104: Ἑρμείας δὲ ἄναξ ''Hermes the lord'' Iliad II.284 II.360: ἄναξ ''king'' Iliad II.403 II.613 III.81 III.455 IV.148 IV.255 IV.336 V.38 V.268 V.311 VI.33: ἄναξ ἀνδρῶν ''lord of men (epithet of Agamemnon Anchises Aeneas)'' Iliad V.105: ἄναξ Διὸς υἱὸς ''lord [Apollo] the son of Zeus'' Iliad VII.23 VII.38: ἄναξ Διὸς υἱὸς Ἀπόλλων ''king Apollo son of Zeus'' •dative of wa-na-ka •variant spelling of wa-na-ka-te •genitive of wa-na-ka Iliad II.370 IV.290: πόλις Πριάμοιο ἄνακτος ''city of king Priam'' Iliad II.620: υἱὸς Ἀγασθένεος Αὐγηιάδαο ἄνακτος ''son of king Agasthenes Augeias'' son'' Iliad II.725: Φιλοκτήταο ἄνακτος ''king Philoctetes'' Iliad IV.420: ἐπὶ στήθεσσιν ἄνακτος ''on the breast of the king'' Iliad VI.450: Πριάμοιο ἄνακτος ''king Priam''s'' Iliad VII.8: υἱὸν Ἀρηιθόοιο ἄνακτος ''son of king Areïthous'' ⇔ po-ku-te-ro Hooker 1979: descriptive adjective contextually ambiguous •''of the king royal'' ⇔ ἄναξ + -τερος ⇔ βασιλεύτερος Adrados 1969: attached to the service of the god palace house of the king •nominative plural neuter or feminine of wa-na-ka-te-ro See also Homeric Greek sections under each Variant. Iliad II.405: καὶ Ἰδομενῆα ἄνακτα ''and king Idomeneus'' (accusative) Iliad V.545: πολέεςς᾽ ἄνδρεσσιν ἄνακτα ''king over many men'' (accusative) Adrados Francisco Rodríguez 1969 Minos 10 Te-re-ta wa-na-ka-te-ro y los anaktotelestai   Hooker James T. 1979 Kadmos Band 18 Heft 2 The wanax in Linear B texts p. 100-111',pharao 𓉐𓉻 por.maka port.mega
𐀷-𐀙-𐀏,wa-na-ka,wanax ,overlord king,≠ Bonze < 凡僧 bonzō (via Portuguese) fan.seng ordinary Sangha (Buddhist monk)
𐀷-𐀙-𐀏-𐀳-𐀫,wa-na-ka-te-ro,wanax-terra,palace house of the king,
𐀷-𐀙-𐀭,wa-na-sa,phoenice,queen,
𐀷-𐀙-𐀮-𐀹-𐀍,wa-na-se-wi-jo,,•adjective form of [[wa-na-so-i]]? •feminine singular or neuter plural of wa-na-se-wi-jo ,
𐀷-𐀜,wa-no,,•name of ox + connective enclitic qe ,
𐀷-𐀶,wa-tu,•portu,urban,
𐀸-𐀀-𐀩-𐀟,we-a-re-pe,,'•adjective describing oil probably ''for anointing'' •alternative spelling of we-a-re-pe ',
𐀸-𐀁-𐀹-𐀊,we-e-wi-ja,ὓειος,'•1. (PY Ub) ''pigs'' ⇔ ὓειος describing skins nominative feminine plural adjective 2. (KN As) context obscure ',
𐀸-𐀁-𐀹-𐀊,we-e-wi-ja,,material taken from porks,
𐀸-𐀩-𐀚-𐀊,we-re-ne-ja,,material taken from lambs,
𐀸-𐀋-𐀸,we-je-we,υἱήν vinve,'vines •description of plant or tree probably ''vine-shoots'' ⇔ υἱήν τὴν ἄμπελον *174: KN Gv ',
𐀸-𐀏-𐀲,we-ka-ta,workers,'workers, adjective with animals working i.e. castrated workers Killen J.T. 1964 British School at Athens (BSA) 59 The Wool Industry of Crete in the Late Bronze Age',
𐀸-𐀐-𐀂-𐀊,we-ke-i-ja,workers?,•Obscure: annotation to groups of 18 men perhaps a derivative of ἔργον ,
𐀸-𐀨-𐀳-𐀊,we-ra-te-ja,workers?,•Obscure description of women? •variant spelling of we-ra-te-ja ,
𐀸-𐀩-𐀸,we-re-we,,•title? nominative singular or plural KN C: da-nu-wo ko-re-te Chadwick John and Michael Venris 1973 Documents in Mycenaean Greek,
𐀸-𐀵,we-to,ἔτος <> weiter?,'•''year'' ⇔ ἔτος •reduplicated dative locative of we-to ''from year to year'' ''annually'' ',
𐀸-𐀵,we-to,Wende?,the current year,
𐀸-𐀸-𐀁-𐀀,we-we-e-a,,'•''woollen'' ⇔ Att. ἑρεᾶ from Homeric εῖρος ''wool'' TELA: KN L TELA+PA: KN L TUN+KI: KN L ',
𐀸-𐁀-𐀜-𐀂,we-a2-no-i,, OLE for we-a2-no-i might be explained not as intended for perfuming them but for their cleaning •for robes ⇔ ἑανό,
,,,,
𐀹-𐀆,wi-de,videor,he saw,
𐀹-𐀪-𐀚-𐀃,wi-ri-ne-o,𐀹-𐀪 DER 𐀪,(from) leather,
𐀹-𐀪-𐀛-𐀍,wi-ri-ni-jo,von Rinder? ῥινός,•made of leather ⇔ wi-ri-no •variant of wi-ri-ni-jo (from) leather •variant of wi-ri-ni-jo ,
𐀹-𐀪-𐀜,wi-ri-no,,'skin of man and animal, cow hides •ox-hides ⇔ ῥινός (Odyssey I 108+) ',
𐀹-𐀪-𐀼,wi-ri-za,ῥιζα,iris root / straining wool,
𐀹-𐀴-𐀖-𐀊,wi-ti-mi-ja,,ceremony of the isthmus in corinth,
,,,,
𐀺-𐀆-𐀹-𐀍,wo-de-wi-jo,,'•month name ''of roses'' ⇔ ῥόδον wo-do-we KN Fp: de-u-ki-jo-jo di-wi-jo-jo ka-ra-e-ri-jo ra-pa-to KN Ga: ko-no MA KO ',
𐀺-𐀈-𐀸,wo-do-we,, rose-scented ⇔ ῥοδόεντι ... ἐλαίω (Iliad 23.186) Melena José 1983 Minos vol. 18 “Olive Oil and Other Sorts of Oil in the Mycenaean Tablets”,
𐀺-𐀈-𐀸,wo-do-we,,rose oil,
𐀺-𐀍,wo-jo,,'''of his own'' ⇔ οῖο ',
𐀺-𐀏,wo-ka,vehicle,vehicle chariot ⇔ ὄχεα ,
𐀺-𐀐,wo-ke,,•meaning obscure; verb of wo-ze or dative of a noun? Appears as to-ra-ke  a-me-ja-to  o-pa  me-za-na  wo-ke  ne-(wo) on PY Sh 736. ,
𐀺-𐀒,wo-ko,Wohnung,house,
𐀺-𐀒-𐀆,wo-ko-de,Wohnung der/des 的,'the house of, (as po-ti-ni-ja wo-ko-de)  ''to the premises of Potnia'', to the house of (a deity) contrasted with do-de •to the house or shrine (of) ⇔ οῖκόνδε •variant spelling',
𐀺-𐀙-𐀯,wo-na-si,vine…,'•''in the vineyards''? ⇔ οἰνἀδες ἀμπελὠδεις τόποι dative-locative plural ',
𐀺-𐀜-𐀷-𐀴-𐀯,wo-no-wa-ti-si,vine…,winegarden,
𐀺-𐀚-𐀸,wo-ne-we,,•description of sheep ,
𐀺-𐀜-𐀦-𐀰,wo-no-qo-so,,•name of ox ⇔ Οἴνοψ βόε οἴνοπε •wo-no-qo-so + connective enclitic qe ,
𐀺-𐀨-𐀸-𐀭,wo-ra-we-sa,,•describes a chariot ,
𐀺-𐀫-𐀏-𐀚,wo-ro-ka-ne,,•possibly nominative plural describing men ,
𐀺-𐀫-𐀑-𐀍-𐀚-𐀍,wo-ro-ki-jo-ne-jo,,place of the breaks,
𐀺-𐀸-𐀄,wo-we-u,,•probably a title ⇔ wo-wo ,
𐀺-𐀺,wo-wo,ϣⲱⲡ,limits,𓂋 𓏤 𓂝 𓏤 / 𓇥 𓂋 𓂝 𓅱 𓏮  ὅρος hóros ⲁⲩⲣⲏϫ⳼ ὅριον hórion <> horizon
𐀺-𐀽,wo-ze,√works,'Pylos •works performs ⇔ ἔρδω ῥέζω Pylos ⇔ (o-) o-a-ke-re-se o-de-ka-sa-to o-di-do-si •variant or erroneous spelling of o-u-wo-ze Pylos ⇔ (o-u-) o-u-di-do-si •negative of wo-ze Pylos •present infinitive Pylos •variant for wo-ze-e Pylos •nominative singular masculine present participle of wo-ze Pylos •nominative plural and dative singular masculine of wo-ze Knossos ⇔ (-me-no -me-na) a-ja-me-no de-de-me-no qe-qi-no-me-no  may mean ''in course of production'' they might also indicate wheels in process of refurbishment (KN So) •nominative dual present participle passive: ''being worked on'' (i.e. under construction) Knossos ⇔ (-me-no -me-na) a-ja-me-na de-de-me-na qe-qi-no-me-na  may mean ''in course of production'' they might also indicate wheels in process of refurbishment (KN So) •nominative plural neuter  Killen J.T. 2008 A Companion to Linear B: Mycenaean Greek Texts and their World Mycenaean Economy',
𐀼-𐀖-𐀍,za-mi-jo,,•description of men nominative plural masculine ,
𐀼-𐀸-𐀳,za-we-te,σητες,'this year ⇔ σητες Att. τητες Dor. σατες •this year''s from *kyawet-teros or haplology for tsawetes-teros?  Palmer Robert L. 1960 TBD',
𐀽-𐀄-𐀐-𐀯,ze-u-ke-si,,•pairs ⇔ ζεῦγος (Iliad XVIII 543+) frequently abbreviated to ZE ,
𐀽-𐀄-𐀐-𐀯,ze-u-ke-si,,span,
𐀽-𐀄-𐀒,ze-u-ko,synko… ? zwie…?,pair,
𐀽-𐀰-𐀕-𐀜,ze-so-me-no,,•to be boiled ⇔ ζέω ,
𐀿-𐀀,zo-a,, oil from a second pressing ⇔ ζόη τὸ ἐπάνω τοῦ μέλιτος (see Melena 1983 for objections) for boiling  ,
𐀿-𐀈-𐀰,zo-do-so,,,
𐀿-𐀷,zo-wa,,•meaning obscure Appears as zo-wa tu-ri-jo on KN Nc 4473+. Appears as ]zo-wa  [[e-pi-zo-ta]]  ke-ra  [[de-de-me-na]] on KN Ra 984. GUP: KN Ra ,
𐁀-𐀐-𐀳-𐀩,a2-ke-te-re,,•nominative dual? ⇔ a-ke-te-re? ,
𐁀-𐀪-𐀁,a2-ri-e,,•meaning obscure ,
𐁀-𐀪-𐀭,a2-ri-sa,,•obscure ,
𐁀-𐀳-𐀫,a2-te-ro,,'•''the next (year)'' ''every other year''? ⇔ ἄτερος ',
𐁀-𐀵,a2-to,,•meaning obscure ,
𐁁-𐀏-𐀙-𐀍,a3-ka-na-jo,,•apparently the name of a liquid abbreviated a3 ,
𐁁-𐀏-𐀭-𐀔,a3-ka-sa-ma,,'•''points (for darts and spears)'' ⇔ ἔγχεος αἰχμή ',
𐁁-𐀐-𐀄,a3-ke-u,,'•nominative singular describing [[t-ri-po-de|TRIPOD]] cauldron despite failure of concord with dual [[ti-ri-po-de]] [...] adjective ''with goat-head protomes''; or ⇔ αῖγες ''high waves''? ',
𐁁-𐀑-𐀆-𐀊,a3-ki-de-ja,,•adjective describing FLAX ,
𐁁-𐀑-𐀜-𐀃,a3-ki-no-o,,•some part of chariot? ,
𐁁-𐀑-𐀞-𐀲,a3-ki-pa-ta,,'•''goat-herd'' ⇔ αἴξ + obscure element See PY Ae KN Fh: OLE  ',
𐁁-𐀖-𐀩-𐀸,a3-mi-re-we,,•class of sheep distinguished from e-ka-ra-e-we ,
𐁁-𐀭,a3-sa,,'•''portion''? ⇔ αἴσα ',
𐁁-𐀳,a3-te,,'•nominative singular? •nominative plural occupational term ''inlayers'' from a-ja-me-no? ',
𐁁-𐀳,a3-te,,'•nominative singular of a3-te-re? ⇔ (*-te *-te-re) a-de-te-re a-ke-te-re ko-re-te-re ma-te-re pi-ri-je-te-re ra-pte-re tu-ka-te-re •''inlayers''? ',
𐁁-𐀶-𐀴-𐀊,a3-tu-ti-ja,,•ethnic adjective? ,
𐁁-𐀷,a3-wa,,•name of an ox? ⇔ Αἴας ,
𐁁-𐀺-𐀫,a3-wo-ro,,•name of ox ⇔ αἰόλος ,
𐁁-𐀼,a3-za,αἶγες,goat,•aincs [[𓋹]]𓈖𓐍 
𐁁-𐀿-𐀫,a3-zo-ro,,•name of ox + connective enclitic qe ,
𐁂-𐀄-𐀳,au-u-te,,'•''this (same) year'' but the spelling is unparalleled perhaps meaning is obscured Appears as au-u-te  a-pe-i-si on KN Od 666. ',
𐁂-𐀆-𐀠,au-de-pi,,•decorative feature on furniture ,
𐁂-𐀆-𐀸-𐀭-𐀤,au-de-we-sa-qe,,•decorated with au-de-pi ,
𐁂-𐀫,au-ro,,'•''pipes'' some part of a chariot ⇔ αὐλός ',
𐁂-𐀳,au-te,,'•''kindler'' ⇔ ἐξαυστήρ ',
𐁂-𐀵-𐀍,au-to-jo,,'•''and of the same'' ',
𐁂-𐁁-𐀲,au-a3-ta,,•annotation to oxen ⇔ au-to-a3-ta ,
𐁆-𐀩-𐀃,pu2-re-o,,•meaning obscure ,
𐁆-𐀳-𐀩,pu2-te-re,'phyter, planter','•''planters''? ⇔ φυτεύω pu-te TBD  ',
𐁆-𐁈-𐀀-𐀑-𐀪-𐀍,pu2-ra2-a-ki-ri-jo,,•variant of pu2-ra2-a-ke-re-u? ,
𐁇-𐀜,pte-no,√pod,'footboards for easier access to the chariots •''foot-boards for mounting'' ⇔ πτέρνη ''heel'' Petruševski 1970: ''foot-board mounting-step'' Appears as ] a-u-qe  a-re-ta-to  [[o-u-qe]]  pte-no  [[o-u-qe]]  au-ro  [[o-u-qe]]  [[pe-qa-to]] CUR[ on KN Sd 4402. Appears as wi-ri-ni-jo  o-po-qo  ke-ra-ja-pi  o-pi-i-ja-pi  [[o-u-qe]]  pte-no  [ ]CUR 1[ on KN Sd 4405+. Appears as [[o-u-qe]]  pte-no  [[po-si]]  a-ra-ru-ja  a-ni-(ja)-(pi) [[wi-re-ne-o]] (o)[ on KN Sd +. CUR: KN Sd    Petrševski TBD 1970',
𐁇-𐀩-𐀷,pte-re-wa,,'elm genitive •''of elm-wood'' ⇔ πτελέη (Iliad VI.419+) •alternative spelling of pte-re-wa   ',
𐁇-𐀩-𐀷,pte-re-wa,,elm tree,
