Gothic				
𐌰𐌲𐌻𐌾𐌰𐌽 	 aglɕen	agle 	ache	 hurt,damage
𐌹𐌽𐌼𐌰𐌹𐌳𐌴𐌹𐌽𐍃 	 ιnmaιdeιns	ιnmaιdeιns 	in.mutual mai:买实> imitate	 exchange,substitution
𐌹𐌽𐌽𐌰𐍄𐌲𐌰𐌷𐍄𐍃 	 ιnnatgaḫts	ιnnatgaḫts 	inner.gehts ein.grehts  ingress +++	 ingress,entrance
𐌹𐌽𐌽𐌹𐌿𐌾𐌹𐌸𐌰 	 ιnnιuɕιƌa	ιnnιuɕιƒa 	<<< !! <> ἐγκαίνια 	 renewal,feast|Feast,dedication|Dedication,Hanukkah
𐌹𐌽𐍃𐌰𐌷𐍄𐍃 	 ιnsaḫts	ιnsaḫts 	Ansage ;)	 narrative,presentation,declaration,view
𐌹𐌽𐍅𐌹𐌽𐌳𐌹𐌸𐌰 	 ιnwendιƌa	ιnvιndιƒa 	invendetta!	 injustice,wickedness
𐌹𐌿𐌳𐌰𐌹𐌰𐌻𐌰𐌽𐌳 	 ιudaιaland	ιudaιaland 	Judaia Land	 Judea
𐌹𐌿𐌳𐌰𐌹𐌿𐍃 	 ιudaιus	ιudaιus 	Judaius	 Jew
𐌹𐌿𐍃𐌹𐌻𐌰 	 ιusιla	ιusιla 	easyly ;)	 recovery,easing
𐌹𐍃𐍂𐌰𐌴𐌻𐌴𐌹𐍄𐌴𐍃 	 ιsraeleιtes	ιsraeleιtes 	 Israelitus	 Israelite
𐌺𐌰𐌹𐍃𐌰𐍂 	 kaιsar	kaιsar 	Kaiser	 Caesar,emperor
𐌺𐌰𐌹𐍃𐌰𐍂𐌰𐌲𐌹𐌻𐌳 	 kaιsaragιld	kaιsaragιld 	KaiserGeld	 tax,Roman,emperor
𐌺𐌰𐌻𐌱𐍉 	 kalbu	kalbō 	calf	 calf,heifer
𐌺𐌰𐌻𐌺𐌹𐌽𐌰𐍃𐍃𐌿𐍃 	 kalkιnassus	kalkιnassus 	:	 fornication,adultery,lechery
𐌺𐌰𐌻𐌺𐌾𐍉𐌼 	 kalkɕum	kalkɕōm 	< Kwhura / Kura @ Kerker	 whores
𐌺𐌰𐌿𐍂𐌴𐌹 	 køreι	kaureι 	!!	 weight
𐌺𐌰𐌿𐍂𐌹𐌸𐌰 	 kørιƌa	kaurιƒa 	carry.do	 burden
𐌺𐌰𐌿𐍂𐌽 	 kørn	kaurn 	 kørn	 corn,grain,seed
𐌺𐌰𐌿𐍂𐌽𐍉 	 kørnu	kaurnō 	 kernel	 kernel
𐌺𐌰𐍂𐌰 	 kara	kara 	care	 care,concern
𐌺𐌰𐍂𐌺𐌰𐍂𐌰 	 karkara	karkara 	Kerker	 dungeon,prison
𐌺𐌰𐍃 	 kas	kas 	Kessel case?	 jar,pot,vessel,belongings,household,utensils,furniture
𐌺𐌰𐍃𐌾𐌰 	 kasɕa	kasɕa 	 	 potter
𐌺𐌰𐍄𐌹𐌻𐍃 	 katιls	katιls 	 kettle	 kettle
𐌺𐌰𐍅𐍄𐍃𐌾𐍉 	 kawtsɕu	kavtsɕō 	Kuten	 bond,warranty
𐌺𐌴𐌻𐌹𐌺𐌽 	 kelιkn	kelιkn 	~cieling/ciel = 1/Keller	 tower,upper room
𐌺𐌹𐌻𐌸𐌴𐌹 	 kιlƌeι	kιlƒeι 	> child	 womb,uterus
𐌺𐌹𐌽𐌳𐌹𐌽𐍃 	 kιndιns	kιndιns 	his Kindness ;)	 governor
𐌺𐌹𐌽𐌽𐌿𐍃 	 kιnnus	kιnnus 	Kinn	 cheek,chin,jaw
𐌺𐌹𐌽𐍄𐌿𐍃 	 kιntus	kιntus 	 coin,cent	 coin,cent
𐌺𐌻𐌹𐍃𐌼𐍉 	 klιsmu	klιsmō 	Klezmer	 cymbal
𐌺𐌽𐌹𐌿 	 knιu	knιu 	Knie	 knee
𐌺𐌽𐍉𐌸𐍃 	 knuƌs	knōƒs 	<<<	 race,people
𐌺𐌿𐌱𐌹𐍄𐌿𐍃 	 kubetus	kubιtus 	cubitus ~ co.habitus 	A group of people eating together
𐌺𐌿𐌽𐌰𐍅𐌹𐌳𐌰 	 kunaweda	kunavιda 	chain.wedel=wall	 fetter,chain
𐌺𐌿𐌽𐌸𐌹 	 kunƌι	kunƒι 	Kunde	 knowledge
𐌺𐌿𐌽𐌹 	 kunι	kunι 	kin	 kin,family,race
𐌺𐌿𐍃𐍄𐌿𐍃 	 kustus	kustus 	Gust(>taste)@August?	 trial,proof
𐌺𐍂𐌴𐌺𐍃 	 kreks	kreks 	 Greek mc Kraken	 Greek
𐌺𐍂𐌿𐍃𐍄𐍃 	 krusts	krusts 	crunch?	 gnashing,grating
𐌻𐌰𐌲𐌲𐌰𐌼𐍉𐌳𐌴𐌹 	 langamudeι	langamōdeι 	die Langmut  kein Pl.	 longanimity
𐌻𐌰𐌲𐌲𐌴𐌹 	 langeι	laggeι 	Länge	 length
𐌻𐌰𐌸𐍉𐌽𐍃 	 laƌuns	laƒōns 	Ladung	 calling
𐌻𐌰𐌹𐌱𐌰 	 laιba	laιba 	leave	 remainder
𐌻𐌰𐌹𐌺𐍃 	 laιks	laιks 	(re)lax legs Lux&Dollerei	 dance
𐌻𐌰𐌹𐌺𐍄𐌾𐍉 	 laιktɕu	laιktɕō 	Lecture Lesung	 reading,passage
𐌻𐌰𐌹𐍃𐌰𐍂𐌴𐌹𐍃 	 laιsareιs	laιsareιs 	Lazarus Leser @ Lessons	 teacher,master
𐌻𐌰𐌹𐍃𐌰𐍂𐌹𐍃 	 laιsarιs	laιsarιs 	Lazarus Leser @ Lessons	 teacher,master
𐌻𐌰𐌹𐍃𐌴𐌹𐌽𐍃 	 laιseιns	laιseιns 	Lesung Lessons	 teaching,doctrine
𐌻𐌰𐌹𐍃𐍄𐍃 	 laιsts	laιsts 	 	 track,footprint
𐌻𐌰𐌼𐌱 	 lamb	lamb 	lamb 	 lamb,sheep
𐌻𐌰𐌽𐌳 	 land	land 	land 	 land
𐌻𐌰𐌿𐌳𐌹 	 lødι	laudι 	• 𐌲𐌰𐌱𐌰𐌹𐍂𐌷𐍄𐌾𐌰𐌹𐌳𐌰𐌿 	 proportions
𐌻𐌰𐌿𐌷𐌼𐌿𐌽𐌹 	 løḫmunι	lauḫmunι 	Loh.ment Licht.ming	 lightning,fire,heaven
𐌻𐌰𐌿𐌷𐌼𐍉𐌽𐌹 	 løḫmunι	lauḫmōnι 	Loh.ment Licht.ming	 lightning,fire,heaven
𐌻𐌰𐌿𐌽 	 løn	laun 	Lohn	 reward,wages
𐌻𐌰𐌿𐍆𐍃 	 løfs	laufs 	leaf < Laub 500AD!	 leaf
𐌻𐌴𐌹𐌸𐌿 	 leιƌu	leιƒu 	Leiden=drink ;)	 cider,drink
𐌻𐌴𐌹𐌺 	 leιk	leιk 	Leiche ≠ LeiB	 body,corpse
𐌻𐌴𐌹𐌺𐌴𐌹𐍃 	 leιkeιs	leιkeιs 	Leecher / Lakaie 𐌻𐌴𐌺𐌴𐌹𐍃 	doctor, physician
𐌻𐌴𐌺𐌴𐌹𐍃 	 lekeιs	lekeιs 	Lakai!	 doctor,physician
𐌻𐌴𐌺𐌹𐌽𐌰𐍃𐍃𐌿𐍃 	 lekιnassus	lekιnassus 	~Legen	 healing
𐌻𐌴𐌹𐌽 	 leιn	leιn 	 linen	 linen
𐌻𐌴𐍅 	 lew	lev 	law?	 occasion,opportunity
𐌻𐌹𐌱𐌰𐌹𐌽𐍃 	 lιbaιns	lιbaιns 	Lebens	 life
𐌻𐌹𐌲𐍂𐍃 	 lιgrs	lιgrs 	Liegers	 bed
𐌻𐌹𐌸𐌿𐍃 	 lιƌus	lιƒus 	 	 limb,member
𐌻𐌹𐌿𐌲𐌰 	 lιuga	lιuga 	Liegen Leu : :)	 marriage,wedlock
𐌻𐌹𐌿𐌲𐌽 	 lιugn	lιugn 	Lügen, leugnen	 lie
𐌻𐌹𐌿𐌲𐌽𐌰𐍀𐍂𐌰𐌿𐍆𐌴𐍄𐌿𐍃 	 lιugnaprøfetus	lιugnapraufetus 	Lügen Prophet	 false prophet,pseudoprophet
𐌻𐌹𐌿𐌲𐌽𐌰𐍅𐌰𐌿𐍂𐌳𐍃 	 lιugnaweurds	lιugnavaurds 	LügenWörter	 liar
𐌻𐌹𐌿𐌲𐌽𐌾𐌰 	 lιugniga	lιugnɕa 	Lüger, Leugner	 liar
𐌻𐌹𐌿𐌷𐌰𐌳 	 lιuḫad	lιuḫad 	Leucht	:
𐌻𐌹𐌿𐌷𐌰𐌳𐌴𐌹𐌽𐍃 	 lιuḫadeιns	lιuḫadeιns 	Leuchtend Lichtens	 brightness,radiancy,illumination
𐌻𐌹𐌿𐌷𐌰𐌸 	 lιuḫaƌ	lιuḫaƒ 	Leucht Licht	 light
𐌻𐌹𐌿𐌸 	 lιuƌ	lιuƒ 	Lied Laute	 song
𐌻𐌹𐌿𐌸𐌰𐍂𐌴𐌹𐍃 	 lιuƌareιs	lιuƒareιs 	Liederer Läuterus	 singer
𐌻𐌹𐌿𐌸𐍃 	 lιuƌs	lιuƒs 	Leute	lede/lēode (“people”)
𐌻𐌹𐌿𐍄𐌴𐌹 	 lιuteι	lιuteι 	List <> Luther Lügt	 deceit,dishonesty
𐌻𐌹𐍃𐍄𐍃 	 lιsts	lιsts 	List	 scheme,wile
𐌻𐌹𐍄𐌰 	 lιta	lιta 	List	 hypocrisy,insincerity
𐌻𐌹𐍄𐌴𐌹𐌽𐍃 	 lιteιns	lιteιns 	Litanei	 intercessory,prayer
𐌻𐌹𐍅𐌰 	 lιwe	lιva 	Loewe	lion
𐌻𐌿𐌱𐌰𐌹𐌽𐍃 	 lubaιns	lubaιns 	la.hope-𐍅𐌴𐌽𐍃 <<	 hope
𐌻𐌿𐌱𐌾𐌰𐌻𐌴𐌹𐍃𐌴𐌹 	 lubɕaleιseι	lubɕaleιseι 	<> φαρμακεία 	 sorcery,witchcraft,poison,mongering
𐌻𐌿𐌳𐌾𐌰 	 ludɕa	ludɕa 	(Ant)Litz	 face,countenance
𐌻𐌿𐌺𐌰𐍂𐌽 	 lukarn	lukarn 	Leuchtern latern	 lamp,light
𐌻𐌿𐌺𐌰𐍂𐌽𐌰𐍃𐍄𐌰𐌸𐌰 	 lukarnastaƌa	lukarnastaƒa 	Leuchtern- Laternen-Stand	 lamp,stand,candlestick
𐌻𐌿𐌽𐍃 	 luns	luns 	Lohn?	 ransom
𐌻𐌿𐍃𐍄𐌿𐍃 	 lustus	lustus 	lust	 lust,desire
𐌻𐌿𐍆𐍄𐌿𐍃 	 luftus	luftus 	Luft	 air
𐌻𐍉𐍆𐌰 	 lufa	lōfa 	luva@Portu lapal.ma loof, glove	 palm,hand
𐌼𐌰𐌲𐌰𐌸𐌴𐌹 	 magaƌeι	magaƒeι 	Magt.ty virgin Magdalena Gottes 	 virginity
𐌼𐌰𐌲𐌰𐌸𐍃 	 magaƌs	magaƒs 	Magt virgin Maria Gottes 	 girl,maiden,virgin
𐌼𐌰𐌲𐌿𐌻𐌰 	 magula	magula 	Mogli! mega.lad	 boy
𐌼𐌰𐌲𐌿𐍃 	 magus	magus 	Magister Markus	 boy,lad
𐌼𐌰𐌷𐍄𐍃 	 maḫts	maḫts 	Macht	 might,power,ability,mighty,deed
𐌼𐌰𐌸𐌰 	 maƌa	maƒa 	Made	 maggot,worm
𐌼𐌰𐌸𐌻 	 maƌl	maƒl 	Marktl	 market,marketplace
𐌼𐌰𐌸𐌻𐌴𐌹𐌽 	 maƌleιn	maƒleιn 	mouthln mot… 𓌃 𓂧 𓏏 𓈓 !!! ++	 speech,discourse
𐌼𐌰𐌹𐌷𐍃𐍄𐌿𐍃 	 maιḫstus	maιḫstus 	Mist	 manure
𐌼𐌰𐌹𐌸𐌼𐍃 	 maιƌms	maιƒms 	 	 gift
𐌼𐌰𐌹𐌻 	 maιl	maιl 	 	 wrinkle
𐌼𐌰𐌹𐌼𐌱𐍂𐌰𐌽𐌰 	 maιmbrana	maιmbrana 	Membrane	 parchment
𐌼𐌰𐌺𐌹𐌳𐍉𐌽𐍃 	 makιduns	makιdōns 	 Macedon…	 Macedonian
𐌼𐌰𐌻𐌼𐌰 	 malma	malma 	Malm™	 sand
𐌼𐌰𐌻𐍉 	 malu	malō 	!	 moth
𐌼𐌰𐌽𐌰𐌲𐌳𐌿𐌸𐍃 	 managduƌs	managduƒs 	manch mannig.deeds many	 abundance,plenty
𐌼𐌰𐌽𐌰𐌲𐌴𐌹 	 manageι	manageι 	Menge mannig(faltigkeit)	 multitude
𐌼𐌰𐌽𐌰𐌿𐌻𐌹 	 manølι	manaulι 	"MAN𓂜?<<  manleιka man.like	"	 human,image,figure
𐌼𐌰𐌽𐌰𐍃𐌴𐌳𐍃 	 manaseds	manaseds 	ManySeeds Menschheits! <<	 world,mankind
𐌼𐌰𐌽𐌰𐍃𐌴𐌸𐍃 	 manaseƌs	manaseƒs 	ManySeeds Menschheits! <<	 world,mankind
𐌼𐌰𐌽𐌰𐍃𐌴𐌹𐌸𐍃 	 manaseιƌs	manaseιƒs 	ManySeeds Menschheits! <<	 world,mankind
𐌼𐌰𐌽𐌻𐌴𐌹𐌺𐌰 	 manleιka	manleιka 	man.like	 image,likeness,portrait
𐌼𐌰𐌽𐌽𐌰 	 manna	manna 	Manne	 man,human
𐌼𐌰𐌽𐌽𐌹𐍃𐌺𐍉𐌳𐌿𐍃 	 mannιschudus	mannιshōdus 	many.scots Menschheits many.skirts?	 humanity,human nature
𐌼𐌰𐌽𐍅𐌹𐌸𐌰 	 manweƌa	manvιƒa 	man.fertig<<	 preparedness,readiness,preparation
𐌼𐌰𐌿𐍂𐌲𐌹𐌽𐍃 	 mørgιns	maurgιns 	Morgens	 morning
𐌼𐌰𐌿𐍂𐌸𐍂 	 mørƌr	maurƒr 	 murder	 murder
𐌼𐌰𐍂𐌴𐌹 	 mareι	mareι 	Meer marin	 sea
𐌼𐌰𐍂𐌶𐌴𐌹𐌽𐍃 	 marzeιns	marsheιns 	Marsch¬ ?	 stumbling-block,impediment
𐌼𐌰𐍂𐌷𐍃 	 marḫs	marḫs 	mare ma.Ross ++ ma.horse <<	 horse
𐌼𐌰𐍂𐌹𐌺𐍂𐌴𐌹𐍄𐌿𐍃 	 marιkreιtus	marιkreιtus 	μαργαρίτης 𓌸.crete/lithus	 pearl
𐌼𐌰𐍂𐌹𐍃𐌰𐌹𐍅𐍃 	 marιsaιws	marιsaιvs 	MeerSee!	 lake
𐌼𐌰𐍂𐌺𐌰 	 marka	marka 	Mark, Markierung	 boundary,coast,region
𐌼𐌰𐍄𐌹𐌱𐌰𐌻𐌲𐍃 	 matιbalgs	matιbalgs 	meat.bulk	 food bag,knapsack,scrip
𐌼𐌰𐍄𐍃 	 mats	mats 	meats 𓊵 𓌸𓂋𓏏	 food,meat
𐌼𐌰𐍅𐌹 	 mawe	mavι 	'Möve'??	 girl
𐌼𐌰𐍅𐌹𐌻𐍉 	 mawelu	mavιlō 	mafille	 girl
𐌼𐌴𐌲𐍃 	 megs	megs 	Max µSchwiegersohn !!	 son-in-law
𐌼𐌴𐌺𐌴𐌹𐍃 	 mekeιs	mekeιs 	Machete? µSkweirds	 sword
𐌼𐌴𐌻 	 mel	mel 	mal, Mal, Mahl < Messe/Meißel!! <<	 time,hour,writing,scripture
𐌼𐌴𐌻𐌰 	 mela	mela 	 measure ( 𐌴<∑ epSilont )	 measure,modius
𐌼𐌴𐌽𐌰 	 mena	mena 	Moon < somna meson menstru	 moon
𐌼𐌴𐌽𐍉𐌸𐍃 	 menuƌs	menōƒs 	Monat…	 month
𐌼𐌴𐍂𐌴𐌹𐌽𐍃 	 mereιns	mereιns 	 	 preaching
𐌼𐌴𐍂𐌹𐌸𐌰 	 merιƌa	merιƒa 	merits	 fame
𐌼𐌴𐍂𐌾𐌰𐌽𐌳𐍃 	 merɕands	merɕands 	merchand!? < Markus ?	 preacher
𐌼𐌴𐍃 	 mes	mes 	mesa mēnsa	table
𐌼𐌹𐌳𐌲𐌰𐍂𐌳𐌹𐍅𐌰𐌳𐌳𐌾𐌿𐍃 	 mιdgardιweddɕus	mιdgardιvaddɕus 	mid.guard.wedel <+	 fence
𐌼𐌹𐌳𐌾𐌰𐍃𐍅𐌴𐌹𐍀𐌰𐌹𐌽𐍃 	 mιdɕasweιpaιns	mιdɕasveιpaιns 	MiddleSwipe <<<	 deluge,cataclysm,flood
𐌼𐌹𐌳𐌾𐌿𐌽𐌲𐌰𐍂𐌳𐍃 	 mιdɕungards	mιdɕungards 	MiddleGarden MiddleEarth	 world,Earth
𐌼𐌹𐌳𐌿𐌼𐌰 	 mιduma	mιduma 	Mittem	 middle,midst
𐌼𐌹𐌶𐌳𐍉 	 mιzdu	mιshdō 	<> most ends meat, meed, mazda Meister?	 reward,recompense,payment
𐌼𐌹𐌸𐍅𐌹𐍃𐍃𐌴𐌹 	 mιƌwesseι	mιƒvιsseι 	Mitwissen Gewissen	 awareness,conscience
𐌼𐌹𐌺𐌹𐌻𐌳𐌿𐌸𐍃 	 mιkιlduƌs	mιkιlduƒs 	MegaTude!	 magnitude,greatness
𐌼𐌹𐌺𐌹𐌻𐌴𐌹 	 mιkιleι	mιkιleι 	Megalei muchly -𐌻𐌴𐌹 less/ness	 greatness,majesty
𐌼𐌹𐌻𐌳𐌹𐌸𐌰 	 mιldιƌa	mιldιƒa 	Milde	 compassion,mildness
𐌼𐌹𐌻𐌷𐌼𐌰 	 mιlḫma	mιlḫma 	mal.Himmel << Malmø?	 cloud
𐌼𐌹𐌻𐌹𐌸 	 mιlιƌ	mιlιƒ 	mild Miel™ @ Melitha=bee	 honey
𐌼𐌹𐌻𐌿𐌺𐍃 	 mιluks	mιluks 	milk <> galaks	 milk
𐌼𐌹𐌼𐌶 	 mιmz	mιmsh 	!!	 meat
𐌼𐌹𐍃𐍃𐌰𐌳𐌴𐌳𐍃 	 mιssadeds	mιssadeds 	Missetaten! misdeeds	 misdeed,transgression
𐌼𐌹𐍃𐍃𐌰𐌳𐌴𐌸𐍃 	 mιssadeƌs	mιssadeƒs 	Missetaten! misdeeds	 misdeed,transgression
𐌼𐌹𐍃𐍃𐌰𐌵𐌹𐍃𐍃 	 mιssakrιss	mιssacιss 	miss.cross mistquatsch;)	 dissidence,discord,division
𐌼𐌹𐍄𐌰𐌳𐍃 	 mιtads	mιtads 	meters,  measures	 measure
𐌼𐌹𐍄𐌰𐌸𐍃 	 mιtaƌs	mιtaƒs 	meters,  measures	 measure
𐌼𐌹𐍄𐍉𐌽𐍃 	 mιtuns	mιtōns 	mentales…	 thoughts,opinion,deliberation
𐌼𐌿𐌺𐌰𐌼𐍉𐌳𐌴𐌹 	 mukamudeι	mukamōdeι 	meek.mode  meekness	 meekness,gentleness
𐌼𐌿𐌻𐌳𐌰 	 mulda	mulda 	mold @ µNature	 dust
𐌼𐌿𐌽𐌳𐍂𐌴𐌹 	 mundreι	mundreι 	 	 goal,aim,objective
𐌼𐌿𐌽𐌸𐍃 	 munƌs	munƒs 	mouth µRund	 mouth
𐌼𐌿𐌽𐍃 	 muns	muns 	 	 preparedness,readiness,purpose,intention,preparation,provision,precaution
𐌼𐍉𐌸𐍃 	 muƌs	mōƒs 	 moods	 mood,temper,anger
𐌼𐍉𐍄𐌰 	 muta	mōta 	Muster?	 tax,tribute,customs
𐌼𐍉𐍄𐌰𐍂𐌴𐌹𐍃 	 mutareιs	mōtareιs 	mot/mood…?	 publican,customs,officer
𐌼𐍉𐍄𐌰𐍃𐍄𐌰𐌸𐍃 	 mutastaƌs	mōtastaƒs 	 	 tax,booth,publican,office
𐌽𐌰𐌳𐍂𐍃 	 nadrs	nadrs 	Natter	 viper,adder
𐌽𐌰𐌵𐌰𐌳𐌴𐌹 	 nakradeι	nacadeι 	Nackedei	 nudity
𐌽𐌰𐌷𐍄𐌰𐌼𐌰𐍄𐍃 	 naḫtamats	naḫtamats 	Nachtmahl/ Nacht-Messe	 supper
𐌽𐌰𐌷𐍄𐍃 	 naḫts	naḫts 	Nacht	 night
𐌽𐌰𐌹𐍄𐌴𐌹𐌽𐍃 	 naιteιns	naιteιns 	Nathan? NichtTun?	 blasphemy
𐌽𐌰𐌼𐍉 	 namu	namō 	 name	 name
𐌽𐌰𐌿𐌳𐌹𐌱𐌰𐌽𐌳𐌹 	 nødιbandι	naudιbandι 	knotBande	 shackle,manacle,chain,fetter
𐌽𐌰𐌿𐌳𐌹𐌸𐌰𐌿𐍂𐍆𐍄𐍃 	 nødιƌørfts	naudιƒaurfts 	need.Bedarf	 necessity,need
𐌽𐌰𐌿𐌸𐍃 	 nøƌs	nauƒs 	needs	 need,compulsion,duress
𐌽𐌰𐌿𐍃 	 nøs	naus 	"𓂜	 Nach…? <  𓏱"	 dead person,corpse
𐌽𐌰𐍂𐌳𐌿𐍃 	 nardus	nardus 	Nardenöl नलद <> Nadeln? Baldrian	 nard
𐌽𐌰𐍃𐌴𐌹𐌽𐍃 	 naseιns	naseιns 	 	 salvation
𐌽𐌰𐍃𐌾𐌰𐌽𐌳𐍃 	 nasɕands	nasɕands 	nascent <> massiah ?	 saviour,Messiah
𐌽𐌰𐍄𐌹 	 natι	natι 	Netz	 net
𐌽𐌴𐌸𐌻𐌰 	 neƌla	neƒla 	 needle	 needle
𐌽𐌴𐌹𐌸 	 neιƌ	neιƒ 	Neid > hate !! < envydia nVidea	 hate,envy,malice
𐌽𐌴𐍈𐌿𐌽𐌳𐌾𐌰 	 newundɕa	newhundɕa 	NahrWohnender?	 neighbour
𐌽𐌹𐌳𐍅𐌰 	 nιdwe	nιdva 	Nieder… nitro	 rust,corrosion
𐌽𐌹𐌸𐌾𐌹𐍃 	 nιƌɕιs	nιƒɕιs 	√native? <<	 kinsman
𐌽𐌹𐌸𐌾𐍉 	 nιƌɕu	nιƒɕō 	Nieder niður Mit-Nature? Nietsche?	 kinswoman
𐌽𐌹𐌿𐌷𐍃𐌴𐌹𐌽𐍃 	 nιuḫseιns	nιuḫseιns 		 visitation,inspection
𐌽𐌹𐌿𐌾𐌹𐌸𐌰 	 nιuɕιƌa	nιuɕιƒa 	Neuigkeit  ɕιƌa~keit!	 newness
𐌽𐌿𐍄𐌰 	 nuta	nuta 	Nauter	 catch,fisherman
𐌽𐍉𐍄𐌰 	 nuta	nōta 	Not(durft) 'nut' ;)	 stern,poop
𐌾𐌴𐍂 	 ɕer	ɕer 	Gero > year, Jahr, churn	 year
𐌾𐌹𐌿𐌺𐌰 	 ɕιuka	ɕιuka 	Zank!!	 wrath,strife,quarrel
𐌾𐌹𐌿𐌻𐌴𐌹𐍃 	 ɕιuleιs	ɕιuleιs 	ciunles™ Yulei ƒ!	 Yule,month December
𐌾𐌿𐌲𐌲𐌰𐌻𐌰𐌿𐌸𐍃 	 ɕungaløƌs	ɕungalauƒs 	Junger Lad	 young man
𐌾𐌿𐌳𐌰𐌹𐌿𐍃 	 ɕudaιus	ɕudaιus 	Gjudaius 𐌹𐌿𐌳𐌰𐌹𐌿𐍃 (iudaius)	Jew
𐌾𐌿𐌺 	 ɕuk	ɕuk 	yoke <> choke	 yoke
𐌾𐌿𐌺𐌿𐌶𐌹 	 ɕukuzι	ɕukushι 	yoke <> choke	 yoke
𐌾𐌿𐌽𐌳𐌰 	 ɕunda	ɕunda 	gesunde Jugend 	 youth
𐌾𐍉𐍄𐌰 	 ɕuta	ɕōta 	gjota	 iota,jot
𐌿𐌱𐌹𐌶𐍅𐌰 	 ubezwe	ubιshva 	π port @ urbis?	 porch,portico
𐌿𐌶𐌴𐍄𐌰 	 uzeta	usheta 	aus.eaten (feed)	 manger
𐌿𐌷𐍄𐍅𐍉 	 uḫtwu	uḫtvō 	Wacht -> wake at 8 ?	 dawn,daybreak
-𐌿𐌺𐍃 	 -uks	-uks 	 	 
𐌿𐌻𐌱𐌰𐌽𐌳𐌿𐍃 	 ulbandus	ulbandus 	elephant!!	 camel
𐌿𐌽𐌱𐌴𐌹𐍃𐍄𐌴𐌹 	 unbeιsteι	unbeιsteι 	 	 unleavened,bread,unleavened,state
𐌿𐌽𐌱𐌹𐌰𐍂𐌹 	 unbearι	unbιarι 	unbar Bär beast	 wild,animal
𐌿𐌽𐌲𐌰𐌻𐌰𐌿𐌱𐌴𐌹𐌽𐍃 	 ungaløbeιns	ungalaubeιns 	unglaubens	 disbelief,faithlessness
𐌿𐌽𐌳𐌰𐌿𐍂𐌽𐌹𐌼𐌰𐍄𐍃 	 undørnιmats	undaurnιmats 	 	 midday,meal,noonmeat,lunch
𐌿𐌽𐌳𐌹𐍅𐌰𐌽𐌴𐌹 	 undιweneι	undιvaneι 	~undying	 immortality
𐌿𐌽𐌷𐌿𐌻𐌸𐌰 	 unḫulƌa	unḫulƒa 	Unhold[er/ian] 	 devil,evil,spirit,monster
𐌿𐌽𐌷𐌿𐌻𐌸𐍉 	 unḫulƌu	unḫulƒō 	Unhold[ia/ess/in] 	 she-devil,evil,spirit
𐌿𐌽𐌷𐍂𐌰𐌹𐌽𐌴𐌹 	 unḫraιneι	unḫraιneι 	Unreinheit	 uncleanness,impurity
𐌿𐌽𐌷𐍂𐌰𐌹𐌽𐌹𐌸𐌰 	 unḫraιnιƌa	 unḫraιnιƌa	Unrein.ity	 impurity,uncleanness
𐌿𐌽𐌸𐌹𐌿𐌳𐌰 	 unƌιuda	unƒιuda 	'untitled' Undeutsche Barbars	non-people, non-nation
𐌿𐌽𐌺𐌰𐌿𐍂𐌴𐌹𐌽𐍃 	 unkøreιns	unkaureιns 	~~uncarrying	 unburdensomeness
𐌿𐌽𐌺𐌾𐌰 	 unkɕa	unkɕa 	Unze ounce	 uncia
𐌿𐌽𐌻𐌴𐌳𐌹 	 unledι	unledι 	 	 poverty
𐌿𐌽𐌻𐌿𐍃𐍄𐌿𐍃 	 unlustus	unlustus 	 unlust…	 apathy,listlessness
𐌿𐌽𐍂𐌹𐌿𐍂𐌴𐌹 	 unrιureι	unrιureι 	 	 incorruption,imperishableness
𐌿𐌽𐍃𐌴𐌻𐌴𐌹 	 unseleι	unseleι 	unselig	 evil,iniquity
𐌿𐌽𐍃𐌿𐍄𐌹 	 uns𐌿tι	unsutι 	Unsacht!	 tumult,rioting
𐌿𐌽𐍃𐍅𐌴𐍂𐌴𐌹 	 unswereι	unsvereι 	 	 dishonour
𐌿𐌽𐍃𐍅𐌴𐍂𐌹𐌸𐌰 	 unswerιƌa	unsverιƒa 	unworthy entwertend?	 dishonour,disgrace
𐌿𐌽𐍅𐌹𐍄𐌹 	 unwetι	unvιtι 	unwitting	 ignorance,folly
𐌿𐌽𐍆𐍂𐌴𐌹𐌳𐌴𐌹𐌽𐍃 	 unfreιdeιns	unfreιdeιns 	≠unfrieden	 self-abasement,neglect
𐌿𐌽𐍆𐍂𐍉𐌳𐌴𐌹 	 unfrudeι	unfrōdeι 	inprudence!	 folly,ignorance
𐌿𐍂𐍂𐌿𐌽𐍃 	 urruns	urruns 	arrise 'runs' <<	 sunrise,dayspring,toilet,latrine
𐌿𐍃𐌱𐌻𐍉𐍄𐌴𐌹𐌽𐍃 	 ausbluteιns	blōteιns 	 	 supplication,imploration,prayer
𐌿𐍃𐌵𐌹𐍃𐍃 	 auschrιss	cιss 	accuse < acurse < ausquatschen	 accusation
𐌿𐍃𐌸𐍂𐍉𐌸𐌴𐌹𐌽𐍃 	 ausƌruƌeιns	ƒrōƒeιns 	austreten!	 bodily exercise,training,fitness
𐌿𐍃𐌻𐌰𐌿𐍃𐌴𐌹𐌽𐍃 	 ausløseιns	lauseιns 	Auslösung = Erlösung	 salvation,redemption,liberation
𐌿𐍃𐌻𐌹𐌸𐌰 	 auslιƌa	lιƒa 	Ausleiten	 palsy
